Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Flow Byts/s,Flow Pkts/s,Fwd IAT Mean,Bwd IAT Mean,SYN Flag Cnt,ACK Flag Cnt,Label
2018-02-14 01:15:00,0.999992480583504,0.0002456600065509335,0.0,0.0,0.0,0.0,2.1196894671712546e-08,0.999992480583504,0.0,0.0,0.0,0.0
2018-02-14 01:15:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:16:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:17:00,5.8504078759664525e-06,8.188666885031116e-05,8.614006374364717e-05,9.399901219571385e-06,0.00023161755646997949,0.08520943842106414,0.0024154139642315353,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:17:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:18:00,0.9999917259785427,0.0002456600065509335,0.0,0.0,0.0,0.0,2.1196910668878462e-08,0.9999917259785427,0.0,0.0,0.0,0.0
2018-02-14 01:18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:19:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:20:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:21:00,0.9999914951582016,0.0002456600065509335,0.0,0.0,0.0,0.0,2.119691560332765e-08,0.9999914951582016,0.0,0.0,0.0,0.0
2018-02-14 01:21:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:22:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:23:30,0.9999924361949768,0.0002456600065509335,0.0,0.0,0.0,0.0,2.1196895626767228e-08,0.9999924361949768,0.0,0.0,0.0,0.0
2018-02-14 01:24:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:24:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:25:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:26:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:26:30,0.9999923474179225,0.0002456600065509335,0.0,0.0,0.0,0.0,2.1196897536876592e-08,0.9999923474179225,0.0,0.0,0.0,0.0
2018-02-14 01:27:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:27:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:28:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:28:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:29:30,0.9999912110716279,0.0002456600065509335,0.0,0.0,0.0,0.0,2.1196921652007296e-08,0.9999912110716279,0.0,0.0,0.0,0.0
2018-02-14 01:30:00,0.0029527869687429043,0.0004094333442515558,0.00043070031871823584,0.00010928951817954997,0.00047309117917272405,0.0011165660476485522,2.392850725374489e-05,0.0014763934843714521,0.03696777562535513,1.0,1.0,0.0
2018-02-14 01:30:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:31:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:31:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:32:00,0.9999913442372094,0.0002456600065509335,0.0,0.0,0.0,0.0,2.1196918786843254e-08,0.9999913442372094,0.0,0.0,0.0,0.0
2018-02-14 01:32:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:33:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:33:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:34:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:34:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:35:00,0.9999848457568372,0.0002456600065509335,0.0,0.0,0.0,0.0,2.1197056553481052e-08,0.9999848457568372,0.0,0.0,0.0,0.0
2018-02-14 01:35:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:36:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:36:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:37:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:37:30,0.9999830169495194,0.0002456600065509335,0.0,0.0,0.0,0.0,2.1197095312783544e-08,0.9999830169495194,0.0,0.0,0.0,0.0
2018-02-14 01:38:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:38:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:39:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:39:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:40:30,0.9999854583185117,0.0002456600065509335,0.0,0.0,0.0,0.0,2.1197043580654964e-08,0.9999854583185117,0.0,0.0,0.0,0.0
2018-02-14 01:41:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:41:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:42:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:42:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:43:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:43:30,0.4999955211976124,0.00032754667540124465,8.614006374364717e-05,9.399901219571385e-06,0.00023161755646997949,0.050679620865957765,0.001436615113341955,0.4999930620732093,0.0,0.0,0.0,0.0
2018-02-14 01:44:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:44:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:45:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:46:00,0.9999878375435659,0.0002456600065509335,0.0,0.0,0.0,0.0,2.119699312193263e-08,0.9999878375435659,0.0,0.0,0.0,0.0
2018-02-14 01:46:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:47:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:47:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:48:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:48:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:49:00,0.9999886454147597,0.0002456600065509335,0.0,0.0,0.0,0.0,2.1196976010536253e-08,0.9999886454147597,0.0,0.0,0.0,0.0
2018-02-14 01:49:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:50:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:51:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:51:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:52:00,0.9999878197881551,0.0002456600065509335,0.0,0.0,0.0,0.0,2.119699351987208e-08,0.9999878197881551,0.0,0.0,0.0,0.0
2018-02-14 01:52:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:53:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:53:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:54:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:54:30,0.9999886809255815,0.0002456600065509335,0.0,0.0,0.0,0.0,2.119697521465735e-08,0.9999886809255815,0.0,0.0,0.0,0.0
2018-02-14 01:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:55:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:56:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:56:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:57:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:57:30,0.9999871184494264,0.0002456600065509335,0.0,0.0,0.0,0.0,2.119700840280753e-08,0.9999871184494264,0.0,0.0,0.0,0.0
2018-02-14 01:58:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:58:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:59:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 01:59:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:00:00,0.9999887608249303,0.0002456600065509335,0.0,0.0,0.0,0.0,2.1196973543311658e-08,0.9999887608249303,0.0,0.0,0.0,0.0
2018-02-14 02:00:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:01:30,0.0017518173813746683,0.32230592859482476,0.32621242139719187,0.010354429855414795,0.31894934333958724,0.0005617624942009041,0.1250065296550448,0.0001651388329170855,0.005757632681363078,0.0,0.48484848484848486,1.0
2018-02-14 02:02:00,0.0016238932071881563,0.9733868326236488,0.9796709449564993,0.030987087700357723,0.9568480300187617,0.000554703842448588,0.1274387999985026,0.0001525914851725598,0.005357191871301498,0.0,0.5048543689320388,1.0
2018-02-14 02:02:30,0.0016573071321101258,0.9978709466098918,1.0,0.03145683209730377,0.975609756097561,0.0005635117486132799,0.12431124053848819,0.00015458803922443885,0.005452466992642343,0.0,0.49514563106796117,1.0
2018-02-14 02:03:00,0.0025898044401769993,0.9999999999999999,0.9990524592988199,0.03139216077691312,0.975609756097561,0.0005614683162806978,0.1276139002843786,0.0011124282158011093,0.005362617815025131,0.0,0.49951969260326606,1.0
2018-02-14 02:03:30,0.0016493591076160977,0.9981984932852931,0.9931949349642519,0.031335260041530644,0.9699812382739212,0.000552266452568692,0.12906122942187234,0.00015298192792185955,0.005430661388280711,0.0,0.5014464802314368,1.0
2018-02-14 02:04:00,0.0016563411758839797,0.9829675728791352,0.9841502282711689,0.03120692005687943,0.9624765478424016,0.0005580097046187685,0.12356899948207128,0.00015477665974523904,0.005463852703574065,0.0,0.49853372434017595,1.0
2018-02-14 02:04:30,0.0017554626475152627,0.9866524729773992,0.9886295115858386,0.0322902900054391,0.9737335834896811,0.0005987868025009626,0.11637427205098554,0.00016452820331891503,0.005799171746008439,0.0,0.4676923076923077,1.0
2018-02-14 02:05:00,0.003311698822182394,0.9402227317392727,0.9340167111723663,0.03181703631203774,0.9587242026266417,0.0011197339699007486,9.376442171680359e-05,0.0003085699110610691,0.010948326530913611,0.0,0.0,1.0
2018-02-14 02:05:30,0.003174691330878518,0.9596298722567965,0.9654578344387975,0.032386043665862466,0.9812382739212008,0.0011630673020617186,0.0001011705584976932,0.0002963745429680209,0.010414386786968361,0.0,0.007590132827324478,1.0
2018-02-14 02:06:00,0.005101368965470152,0.9604487389452996,0.9587389094667931,0.03282746302713354,0.9793621013133209,0.0011615440685195713,9.805645063957822e-05,0.002202494204702117,0.010537328790264887,0.0,0.0038095238095238095,1.0
2018-02-14 02:06:30,0.0032347710086576744,0.956845725515886,0.9532259453871996,0.03260437203818904,0.975609756097561,0.0011493234080814832,9.734684069496404e-05,0.0003012933680695807,0.010668479501292936,0.0,0.0019193857965451055,1.0
2018-02-14 02:07:00,0.003254269805071764,0.9624959056665574,0.9542596261521233,0.032253191728625855,0.9774859287054409,0.0011337595915558918,9.790277301508861e-05,0.0003019783156373794,0.010751093137794173,0.0,0.0038240917782026767,1.0
2018-02-14 02:07:30,0.0032353676934305845,0.9573370455289878,0.9552071668533035,0.03148064518039335,0.9774859287054409,0.0011274714850785326,0.00010080676419951443,0.0003019141026024181,0.010671145937109529,0.0,0.0038240917782026767,1.0
2018-02-14 02:08:00,0.0032516118650497516,0.9588110055682935,0.9450426393315531,0.03144379756761263,0.9718574108818011,0.0011312973067541168,9.664328953435147e-05,0.000300856888575685,0.010832358350972293,0.0,0.0038461538461538464,1.0
2018-02-14 02:08:30,0.005160664416983118,0.9584015722240419,0.9592557498492549,0.03156887891984106,0.9774859287054409,0.0011273033189284588,9.577458076702591e-05,0.0022183292091448852,0.010638797701271442,0.0,0.0,1.0
2018-02-14 02:09:00,0.003221512192370813,0.9564362921716344,0.9594280299767423,0.031744845070671435,0.9774859287054409,0.001138516729718467,9.837733456362799e-05,0.00030075687606026286,0.010577440660820786,0.0,0.0038240917782026767,1.0
2018-02-14 02:09:30,0.0033042402708144685,0.9433344251555846,0.9391851149969851,0.03105251101284594,0.9624765478424016,0.0011095083681041031,9.406554212650044e-05,0.0003080121215648246,0.010905610023689363,0.0,0.0,1.0
2018-02-14 02:10:00,0.003241512969898934,0.9566819521781853,0.9594280299767423,0.03165009406637816,0.9774859287054409,0.0011361649397738254,9.632557705588395e-05,0.0003025628565760727,0.010627309960888036,0.0,0.0,1.0
2018-02-14 02:10:30,0.003240029031965985,0.9543072387815263,0.9592557498492549,0.03165009406637816,0.9774859287054409,0.0011293508021241797,9.672610926938706e-05,0.00030328750362920676,0.010642556095421038,0.0,0.0038240917782026767,1.0
2018-02-14 02:11:00,0.00323394855144498,0.9509498853586635,0.9558962873632527,0.031929083134575036,0.975609756097561,0.0011389092533953178,9.743318772809591e-05,0.0003031772557055642,0.010628849114899698,0.0,0.0019193857965451055,1.0
2018-02-14 02:11:30,0.005005269066710919,0.9727317392728463,0.9738134206219313,0.03191404329262372,0.9906191369606004,0.0011333942040635415,0.00010002455635121902,0.002155911562404059,0.010429245165306928,0.0,0.0148975791433892,1.0
2018-02-14 02:12:00,0.003259740919461359,0.9446446118571896,0.9422000172280128,0.031065044214472034,0.9624765478424016,0.0011263206623489297,9.569366403944559e-05,0.00030346221146545176,0.010723769887493175,0.0,0.0,1.0
2018-02-14 02:12:30,0.003274047607305359,0.9527513920733703,0.9505556034111465,0.03167140050914252,0.975609756097561,0.0011152873473195752,9.6015537703016e-05,0.00030638578323659353,0.010839624570997523,0.0,0.0038314176245210726,1.0
2018-02-14 02:13:00,0.0031473909195268023,0.9557811988208319,0.9609785511241279,0.03179272190088312,0.9831144465290808,0.001140810265595159,0.00010325074788502336,0.00029600809640319527,0.010429440610334578,0.0,0.013182674199623353,1.0
2018-02-14 02:13:30,0.0032493526770475153,0.9417785784474287,0.9459901800327333,0.03169797089658984,0.9681050656660413,0.0011349954839260487,9.599784490467472e-05,0.00030511879852759653,0.010718656901618528,0.0,0.0019342359767891683,1.0
2018-02-14 02:14:00,0.0032192093143781518,0.9603668522764494,0.9585666293393057,0.031712760074508635,0.9812382739212008,0.0011510025881237265,9.762145656338255e-05,0.0003004598487038328,0.010628525724485655,0.0,0.0019083969465648854,1.0
2018-02-14 02:14:30,0.0051634833265553634,0.9548804454634785,0.9515031441123267,0.03176113823278536,0.975609756097561,0.0011260814393643747,0.000100042762990029,0.0022189737417323777,0.010728763995035997,0.0,0.0019157088122605363,1.0
2018-02-14 02:15:00,0.0031075453286491836,0.9790370127743203,0.983891808079938,0.03236949983971602,1.0,0.0011646627176056983,0.00010493124036080087,0.00029002675761011964,0.010226734453865507,0.0,0.014787430683918669,1.0
2018-02-14 02:15:30,0.0032069578520079935,0.9561906321650835,0.9542596261521233,0.03163232825307317,0.9751021686865736,0.0011384915522732219,9.799884748375972e-05,0.0002988669441570436,0.010611779807647503,0.0,0.0038314176245210726,1.0
2018-02-14 02:16:00,0.0032533852891437278,0.9526695054045201,0.9551210267895599,0.031696090916345926,0.973590670529306,0.0011295643866450589,9.557168209214794e-05,0.0003045753554596548,0.010698412252989505,0.0,0.0,1.0
2018-02-14 02:16:30,0.0033025469781963294,0.9544710121192269,0.9521061245585322,0.03143380233931582,0.9751021686865736,0.0011159297479157162,9.619783718670147e-05,0.00043427324128172116,0.01093620262874143,0.0,0.0057251908396946565,1.0
2018-02-14 02:17:00,0.0031966761425705923,0.9534883720930232,0.9593418899129985,0.03143828295889715,0.975609756097561,0.0011393467131570745,9.84887929397169e-05,0.00029900923432931765,0.010473038744122575,0.0,0.0038314176245210726,1.0
2018-02-14 02:17:30,0.003265522085234191,0.9532427120864723,0.9565854078732019,0.03144934350933218,0.9750796405351845,0.001118273097749547,9.569668765597905e-05,0.0003054171780117718,0.010726510128026785,0.0,0.0019193857965451055,1.0
2018-02-14 02:18:00,0.0032619841234980303,0.9353095316082541,0.9377207339133431,0.03087833084324728,0.9563291785320798,0.0011200952764955732,9.563460474393247e-05,0.0003048969652557953,0.01072259898966895,0.0,0.0019569471624266144,1.0
2018-02-14 02:18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:19:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:20:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:21:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:22:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:23:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:24:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:24:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:25:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:26:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:26:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:27:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:27:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:28:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:28:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:29:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:30:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:31:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:31:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:32:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:32:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14 02:33:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
